name;roaster;roast;loc_country;origin;100g_USD;rating;review_date;review;
Natural Mexico Ixhuatlan del Cafe;Ming's Coffee Playroom;Light;Taiwan;Mexico;6,4;93;may-21;Vibrant, gently fruit-toned. Dried apricot, lemon drop, freesia-like flowers, oak, honey in aroma and cup. Sweetly tart structure with brisk acidity;
Panama Elida Natural Catuai;Klatch Coffee;Medium-Light;United States;Panama;6,45;95;November 2019;Richly and cleanly fruit-toned, chocolaty. Dried fig, chocolate fudge, molasses, oak, narcissus-like flowers in aroma and cup. Deeply sweet-tart in structure with high-toned, crisp acidity;
Kenya Thunguri AA;Klatch Coffee;Medium-Light;United States;Kenya;6,45;94;October 2020;Balanced, richly sweet-savory, deeply pungent. Ripe tomato, black currant, almond brittle, jasmine, oak in aroma and cup. Sweet-savory structure with vibrant, juicy acidity;
Kenya Nyeri Hill;Roadmap CoffeeWorks;Medium-Light;United States;Kenya;6,45;94;October 2022;Savory-sweet, richly aromatic. Red currant, candycap mushroom, tangerine zest, dark chocolate, cedar in aroma and cup. Savory-sweet structure with high-toned, juicy acidity;
Ethiopia Demeka Becha;Red Rooster Coffee Roaster;Light;United States;Ethiopia;6,46;95;February 2021;Delicate, richly aromatic, distinctively high-toned. Bergamot, jasmine, Meyer lemon zest, cocoa nib, praline in aroma and cup. Sweetly tart, floral structure with juicy, balanced acidity;
Kenya Thaitu;Good Folks Coffee;Medium-Light;United States;Kenya;6,47;95;December 2017;Intensely sweet, intricately rich. Pink grapefruit zest, blackberry, fresh pipe tobacco, lavender, baker’s chocolate in aroma and cup. Balanced, sweet-savory structure;
Kenya Thirikwa Single-Origin Espresso;Temple Coffee Roasters;Medium;United States;Kenya;6,47;94;February 2019;Evaluated as espresso. Floral-toned, sweetly roast-deep. Frangipane, chocolate fudge, black currant, jasmine, gently scorched cedar in aroma and small cup. Velvety-smooth mouthfeel;
Kenya Kibirigwi Thunguri;Temple Coffee Roasters;Medium-Light;United States;Kenya;6,47;93;October 2019;Bright, richly sweet-savory. Blackberry, jasmine, oak, cocoa nib, pink peppercorn in aroma and cup. Sweetly savory structure with lively, juicy acidity;
Ethiopia Yirgacheffe Natural Farm Direct;Dragonfly Coffee Roasters;Medium-Light;United States;Ethiopia;6,47;94;September 2020;Delicately and richly fruit-toned. Raspberry, dark chocolate, baking spices, tangerine zest, lemon verbena in aroma and cup. Sweet structure with winy acidity;
Ethiopia Shantawene;Jaunt Coffee Roasters;Light;United States;Ethiopia;6,47;92;October 2020;Sweetly herbaceous, citrusy. Marjoram, lemon verbena, cocoa nib, freesia, maple syrup in aroma and cup. Sweet-savory structure with crisp, winey acidity;
Kenya Wachuri;Equator Coffees;Medium;United States;Kenya;6,47;95;October 2020;Sweetly spice-toned, chocolaty. Intense freesia-like flowers, dark chocolate, Concord grape, roasted macadamia nut, tangerine zest in aroma and cup. Sweetly rich tart structure with juicy acidity;
Kaguyu;JBC Coffee Roasters;Medium-Light;United States;Kenya;6,47;93;November 2020;Sweetly tart, deeply aromatic. Red currant, magnolia, brown sugar, cashew butter, lemon verbena in aroma and cup. Sweet-tart structure with gentle, round acidity;
Kenya Kirinyaga Peaberry;Big Shoulders Coffee;Medium-Light;United States;Kenya;6,47;93;October 2020;Richly sweet-tart, chocolaty. Tangerine, dark chocolate, almond butter, freesia-like flowers, a hint of marjoram in aroma and cup. Sweet-tart structure with bright, juicy acidity;
Burundi Buhorwa;Big Shoulders Coffee;Light;United States;Burundi;6,47;93;December 2020;Balanced, richly sweet-tart. Lychee, orange zest, amber oil, cocoa nib, narcissus-like flowers in aroma and cup. Sweet-toned structure with poised acidity;
Ethiopia Grade 1 Chelchele;Nostalgia Coffee Roasters;Light;United States;Ethiopia;6,47;94;December 2020;Delicate, richly aromatic, floral-toned. Honeysuckle, cocoa nib, pink grapefruit zest, apricot, marjoram in aroma and cup. Sweetly tart with juicy, high-toned acidity;
Peru Wilmer Alarcon Mirez;Big Shoulders Coffee;Medium-Light;United States;Peru;6,47;93;December 2020;Richly aromatic, chocolaty. Dark chocolate, Bing cherry, pink grapefruit zest, lily, fresh-cut oak in aroma and cup. Crisply sweet with brisk acidity;
Ethiopia Honey Yirgacheffe Koke;Oceana Coffee;Medium-Light;United States;Ethiopia;6,47;93;January 2021;Fruit-forward, deep-toned. Blueberry jam, dark chocolate, magnolia, lemon verbena, maple syrup in aroma and cup. Sweet structure with pert acidity;
Karatina Kenya;JBC Coffee Roasters;Medium-Light;United States;Kenya;6,47;95;April 2021;Richly aromatic, deeply complex. Tamarind, narcissus, black currant, ripe tomato, cocoa nib in aroma and cup. Sweet-savory structure with juicy-tart acidity;
Kenya Karindudu AA;Big Shoulders Coffee;Medium-Light;United States;Kenya;6,47;95;may-21;Deep-toned, floral and chocolaty. Dark chocolate, honeysuckle, tamarind, mulberry, fresh-cut oak in aroma and cup. Sweet-savory structure with gentle, rounded but vibrant acidity;
Banti Nenga Hambela Wamena;Drink Coffee Do Stuff;Medium-Light;United States;Ethiopia;6,47;93;August 2021;Very fruit-centric, spicily floral. Watermelon candy, star jasmine, agave syrup, pistachio butter, pink peppercorn in aroma and cup. Brightly sweet-tart with energetic acidity;
Gura Kenya;JBC Coffee Roasters;Medium-Light;United States;Kenya;6,47;93;August 2021;Citrusy, floral-toned. Bergamot, rhododendron, cashew butter, cocoa nib, maple syrup in aroma and cup. Sweetly tart with pert acidity;
Ethiopia Shantawene Natural;Nostalgia Coffee Roasters;Medium-Light;United States;Ethiopia;6,47;95;November 2021;Juicy, fruit-toned, bright and lively. Raspberry jam, dark chocolate, hop flowers, thyme, wild honey in aroma and cup. Richly bittersweet in structure, balanced with juicy acidity;
Ethiopia Durato Bombe Natural;Oceana Coffee;Light;United States;Ethiopia;6,47;94;November 2021;Richly fruit-forward, chocolaty. Dried persimmon, chocolate fudge, almond brittle, cedar in aroma and cup. Sweet-savory structure with winy acidity;
Gatomboya Kenya;JBC Coffee Roasters;Medium-Light;United States;Kenya;6,47;93;January 2022;Deep-toned, sweetly savory. Ripe tomato, baking chocolate, black currant, fresh-cut oak, lemon verbena in aroma and cup. Sweet-savory structure with crisp acidity;
Karindundu Kenya;JBC Coffee Roasters;Medium-Light;United States;Kenya;6,47;94;February 2022;Resonantly sweet-tart, high-toned. Passion fruit, toffee, pink grapefruit zest, jasmine, cedar in aroma and cup. Sweet-tart structure with juicy-bright acidity;
El Salvador Anarquia Pacamara;Tipico Coffee;Light;United States;El Salvador;6,47;94;March 2022;Deep-toned, richly sweet-savory. Pomegranate, toffee, shiitake mushroom, dark chocolate, marjoram in aroma and cup. Sweetly savory structure with balanced, bright acidity;
Guatemala Reserve Las Moritas Yellow Pacamara;Tipico Coffee;Medium-Light;United States;Guatemala;6,47;93;March 2022;Deep-toned, richly sweet. Dark chocolate, toffee, dried persimmon, hazelnut, cedar in aroma and cup. Sweet structure with gentle acidity;
Kibingo Burundi;JBC Coffee Roasters;Medium-Light;United States;Burundi;6,47;92;April 2022;Sweet-savory, richly aromatic. Dried apricot, young goat cheese, dark chocolate, lemon-thyme, sandalwood in aroma and cup. Savory-leaning structure with sweet-tart acidity;
Ethiopia Shantawane Buncho Honey;The Reverse Orangutan;Light;United States;Ethiopia;6,47;93;July 2022;Vibrantly fruit-toned, intensely sweet-tart. Mango, cocoa nib, agave syrup, lemon thyme, magnolia in aroma and cup. Sweet-tart structure with perky acidity;
Ethiopia Raro Boda;Bird Rock Coffee Roasters;Medium-Light;United States;Ethiopia;6,47;94;July 2022;Citrusy-sweet, richly cocoa-toned. Tangerine, cocoa nib, marjoram, narcissus, fresh-cut cedar in aroma and cup. Sweetly tart structure with bright, balanced acidity;
Ethiopia Worka Sakaro;Red Rooster Coffee Roaster;Medium-Light;United States;Ethiopia;6,47;95;August 2022;Sweetly tart, fruit-driven, chocolaty. Berry melange, dark chocolate, freesia-like flowers, cedar, pink peppercorn in aroma and cup. Brightly sweet with vibrant, high-toned acidity;
Ethiopia Guji Hambela Dabaye;Jaunt Coffee Roasters;Medium-Light;United States;Ethiopia;6,47;93;August 2022;Delicately aromatic, richly sweet. Narcissus, honey, apricot, almond, Meyer lemon zest in aroma and cup. Sweetly tart structure with gently bright, floral acidity;
Guatemala Los Santos;Temple Coffee;Medium-Light;United States;Guatemala;6,47;93;September 2022;Crisply sweet-tart, richly nut-toned. Pomegranate, baking chocolate, hazelnut, lime zest, cedar in aroma and cup. Sweet-tart structure with gently bright, balanced acidity;
Capitan Maragogype;Speckled Ax;Medium-Light;United States;Mexico;6,47;93;September 2022;Richly chocolaty, deep-toned. Dark chocolate, hop flowers, black cherry, cinammon, fresh-cut cedar in aroma and cup. Bittersweet structure with gentle, round acidity;
Ethiopia Gera Estate Anaerobic Natural;Magnolia Coffee;Medium-Light;United States;Ethiopia;6,47;95;October 2022;Tropically fruity, richly chocolaty. Dried blueberry, lychee, chocolate fudge, cedar, wisteria in aroma and cup. Brightly sweet-tart structure with winy acidity;
Ethiopia Guji Gigessa;Roasters Note;Light;Taiwan;Ethiopia;6,51;94;April 2018;High-toned, deeply sweet. Black currant, honey, sandalwood, narcissus-like flowers, roasted cacao nib in aroma and cup. Sweet-tart in structure with juicy, bright acidity;
Ethiopia Getu Kurume Natural;Fumi Coffee Company;Light;Taiwan;Ethiopia;6,51;95;October 2022;Elegant, delicate, sweetly tart. Bergamot, dried apricot, cocoa nib, sage, star jasmine in aroma and cup. Delicately sweet, balanced structure with high-toned acidity;
Kenya Nyeri Yerihar AA Top Lot 21/01;Atom Coffee Roasters;Medium-Light;Taiwan;Kenya;6,55;94;may-22;Richly sweet, deeply savory. Lilac, black currant, lime zest, tamarind, cedar in aroma and cup. Balanced structure with lively acidity;
Brazil Chapada Diamantina Fazenda Floresta;Soul Work Coffee;Medium-Light;United States;Brazil;6,61;92;may-18;Crisp, delicately sweet. Baker’s chocolate, violet-like flowers, papaya, macadamia nut, molasses in aroma and cup. Balanced, bittersweet structure;
Ethiopia Haro Wachu;Turnstile Coffee Roasters;Medium-Light;United States;Ethiopia;6,61;94;February 2019;Deftly roast-touched, richly chocolaty. Singed sandalwood, dark chocolate, dried mango, saffron, dahlia-like flowers in aroma and cup. Sweet-tart in structure with rich, vibrant acidity;
Colombia Sidra;Kaffetre;Medium-Light;Taiwan;Colombia;6,61;94;December 2018;Floral-toned, richly sweet. Narcissus, roasted cacao nib, toffee, apricot, sandalwood in aroma and cup. Deeply sweet-tart structure with juicy, bright acidity;
Single-Origin Espresso;Guorizi Zhai Coffee;Medium;Taiwan;Colombia;6,61;93;December 2019;Evaluated as espresso. Richly sweet, deeply chocolaty, gently smoky. Persimmon, dark chocolate, almond butter, gardenia, gently scorched oak in aroma and small cup. Crisp, velvety mouthfeel;
Ethiopia Hassen Ware Akrabi;Indaba Coffee Roasters;Medium-Light;United States;Ethiopia;6,61;94;April 2020;Delicate, sweetly tart, intricately balanced. Apricot, maple syrup, star jasmine, cedar, almond brittle in aroma and cup. Balanced, sweet-tart structure with high-toned acidity;
Burundi Mikuba Honey Microlot 1;Olympia Coffee;Light;United States;Burundi;6,61;93;June 2021;Deeply sweet, round, balanced. Apricot, baking chocolate, freesia-like flowers, cedar, maple syrup in aroma and cup. Crisply sweet structure with quietly lively acidity;
Guatemala Buena Vista Single-Origin Espresso;Temple Coffee Roasters;Medium-Light;United States;Guatemala;6,61;93;August 2021;Evaluated as espresso. Rich-toned, deeply chocolaty. Dark chocolate, raspberry, molasses, hazelnut, fresh-cut oak in aroma and small cup. Very syrupy mouthfeel;
Kenya Gachatha Nyeri AA;Red Rooster Coffee Roaster;Medium-Light;United States;Kenya;6,61;96;October 2021;Elegantly bright, richly juicy, elaborately complete. Toffee, pomelo, plum marmalade, star jasmine, sandalwood in aroma and cup. Sweetly tart structure with lyrically balanced acidity;
Elida Estate Dragonfly Catuai Lot 13;Dragonfly Coffee Roasters;Medium-Light;United States;Panama;6,61;94;October 2021;Crisply sweet-tart, richly wood-framed. Rhododendron, blueberry, rum barrel, chocolate fudge, pecan praline in aroma and cup. Brightly sweet structure with winy acidity;
Colombia La Esperanza Winey Natural;Coffee Please;Medium-Light;Taiwan;Colombia;6,63;93;January 2021;Crisply deep-toned;
Kenya Nyeri Ndaroini AA Washed;Coffee Please;Medium-Light;Taiwan;Kenya;6,68;93;August 2021;Sweetly spice-toned. Red currant, tea rose, pink peppercorn, cocoa powder, cedar in aroma and cup. Sweet structure with bright, juicy acidity;
La Esmeralda Diamond Mountain Washed Coffee;Satur Specialty Coffee;Medium-Light;Taiwan;Panama;6,68;94;February 2022;High-toned, floral. Narcissus, apricot, almond, tangerine zest, sandalwood in aroma and cup. Balanced, sweet structure with bright acidity;
Organic Ethiopia Agaro-Nano Challa;Paradise Roasters;Medium-Light;United States;Ethiopia;6,75;94;June 2020;Delicately sweet, high-toned, citrusy. Key lime, cocoa nib, strawberry, freesia-like flowers, cedar in aroma and cup. Sweetly tart structure with juicy, vibrant acidity;
Costa Rica Termico;RamsHead Coffee Roasters;Medium-Light;United States;Costa Rica;6,75;92;October 2020;Crisply fruit-toned, richly sweet-savory. Grape candy, sassafras, almond, gardenia, agave syrup in aroma and cup. Bittersweet structure with gentle, round acidity;
Nano Challa;Bird Rock Coffee Roasters;Medium-Light;United States;Ethiopia;6,76;93;November 2018;Delicate, sweetly tart. Lemon drop, roasted cacao nib, pink peppercorn, almond, orange zest in aroma and cup. Sweet-tart structure with bright, juicy acidity;
Guji Oraga Tabe;Steadfast Coffee;Medium-Light;United States;Ethiopia;6,76;92;December 2018;Rich-toned, crisply sweet. Narcissus, plum, cedar, cashew butter, honey in aroma and cup. Sweet-tart structure with soft acidity;
Kenya Kimaruri;Caffe Luxxe;Medium-Light;United States;Kenya;6,76;94;August 2019;Crisply sweet, richly savory, vibrant. Red currant, jasmine, maple syrup, sandalwood, cacao nib in aroma and cup. The structure is harmoniously sweet-tart-savory with juicy, lively acidity. Plush, syrupy mouthfeel. The richly drying finish centers around red currant and sandalwood with a hint of jasmine in the long.;
Kenya Chania Estate;Temple Coffee Roasters;Medium;United States;Kenya;6,76;92;August 2019;Roast-rounded, savory-sweet. Ripe tomato, baker’s chocolate, scorched oak, toffee, magnolia in aroma and cup. Balanced, sweet-savory structure with gentle acidity;
Costa Rica Luis Campos Anaerobic;Revel Coffee;Medium-Light;United States;Costa Rica;6,76;94;April 2020;Rich, complex, multi-layered. Sweet baking spices, cocoa powder, lemon zest, lilac, sandalwood in aroma and cup. Deeply sweet structure with apple-like malic acidity;
Colombia Antioqiua;Jaunt Coffee Roasters;Medium-Light;United States;Colombia;6,76;91;October 2020;Rich-toned, bittersweet. Tamarind candy, hop flowers, fir, mustard seed, grape leaves in aroma and cup. Savory-sweet structure with brisk acidity;
Kenya Rungeto;Steady State Roasting;Medium-Light;United States;Kenya;6,76;94;October 2020;Deep, compelling, satisfying. Black currant, dark chocolate, blood orange zest, lavender, coconut in aroma and cup. Sweet in structure with richly rounded acidity;
Ethiopia Sidama Telamo FTO Natural;Souvenir Coffee;Medium-Light;United States;Ethiopia;6,76;95;December 2020;Delicate, high-toned, elegantly fruit-driven. Wild strawberry, tangerine zest, cocoa nib, sandalwood, thyme in aroma and cup. Bright, sweetly tart structure with juicy acidity;
Ethiopia Harsu Haro Single-Origin Espresso;Temple Coffee Roasters;Medium-Light;United States;Ethiopia;6,76;93;April 2021;Evaluated as espresso. Bright, juicy, cleanly fruit-forward. Dark chocolate, pomegranate, tangerine zest, brown sugar, oak in aroma and small cup. Satiny-smooth mouthfeel;
Colombia Planadas Tolima;Jaunt Coffee Roasters;Light;United States;Colombia;6,76;93;November 2021;Crisply sweet-savory, deep-toned. Concord grape, baking spices, dark chocolate, tea rose, the scent of balsa wood in aroma and cup. Sweet structure with brisk acidity;
Colombia Aromas de Sur;Drink Coffee Do Stuff;Medium-Light;United States;Colombia;6,76;93;February 2022;Fruit-forward, deeply chocolaty. Lychee, milk chocolate, amber, tangerine zest, marjoram in aroma and cup. Sweet-toned with brisk acidity;
Costa Rica Naranjo Danilo Salazar Arias;Coffee by Design;Medium-Light;United States;Costa Rica;6,76;94;may-22;Bright, richly sweet-tart, fruit-toned. Pomegranate, dark chocolate, lilac, almond, amber in aroma and small cup. Bright structure with juicy, vibrant acidity;
Rwanda Gasharu Natural;Coffee by Design;Medium-Light;United States;Rwanda;6,76;92;may-22;Delicately fruit-forward, crisply chocolaty. Date, baking chocolate, hazelnut, tangerine zest, cane sugar in aroma and cup. Sweet-toned structure with gentle, round acidity, plush, syrupy-smooth mouthfeel. Understated, balance, nut- and chocolate-toned finish. ;
Karatina Kenya;JBC Coffee Roasters;Medium-Light;United States;Kenya;6,76;95;June 2022;Berry-driven, complexly sweet-savory. Mulberry, praline, cocoa nib, lilac, tangerine zest in aroma and cup. Brightly sweet-savory structure with juicy, vibrant acidity;
Costa Rica La Chumeca;Roadmap CoffeeWorks;Medium-Light;United States;Costa Rica;6,76;94;June 2022;Sweetly tart, juicy and vibrant. Pink grapefruit, nectarine, cocoa nib, lavender, cedar in aroma and cup. High-toned structure with sweet, lively acidity;
Kenya Nyeri Gathaithi;Jaunt Coffee Roasters;Medium-Light;United States;Kenya;6,76;93;July 2022;Balanced, sweetly savory. Wisteria, black currant, lime zest, tamarind, cedar in aroma and cup. Sweet-savory structure with bight, juicy acidity;
Sumatra Aceh Gayo Mountain Kenawat Raisin Honey;Small Eyes Cafe;Medium-Light;Taiwan;Indonesia;6,8;93;April 2019;Deep, rich, pungent. Fresh cantaloupe, tangerine zest, caramelly chocolate, sandalwood, magnolia-like flowers in aroma and cup. Roundly and sweetly brisk in structure;
Kenya Ndumberi Peaberry;Mostra Coffee;Medium-Light;United States;Kenya;6,8;94;September 2022;Balanced, richly sweet, spice-toned. Apricot, cocoa nib, lilac, coriander, amber in aroma and cup. Deep, sweet-savory structure with bright acidity;
Kenya Ngaita Peaberry;Mostra Coffee;Medium-Light;United States;Kenya;6,8;94;September 2022;Bright, richly sweet, complex. Red currant, jasmine, dark chocolate, tangerine zest, maple syrup in aroma and cup. Sweetly savory structure, with juicy-bright acidity. Crisply silky mouthfeel. The balanced, integrated finish is centered around notes of red currant and dark chocolate, with hints of tangerine zest into the long.;
Kenya Nyeri Rumukia Peaberry;Green Stone Coffee;Medium;Taiwan;Kenya;6,83;92;may-18;Sweetly roast-rounded, cocoa-toned. Baker's chocolate, black currant, rose hip, singed cedar, almond brittle in aroma and cup. Crisply sweet-tart structure;
Ethiopia Yirgacheffe Washed G1;A.R.C.;Medium-Light;Hong Kong;Ethiopia;6,87;92;November 2017;Delicate, gently tart, spice-toned. Pomegranate, cocoa powder, lemon blossom, white peppercorn, hazelnut in aroma and cup. Lively, quietly complex structure;
Ethiopia Yirgacheffe Natural G1;A.R.C.;Medium-Light;Hong Kong;Ethiopia;6,87;91;November 2017;Rich, sweet-toned, balanced. Nougat, pink peppercorn, lemongrass, roasted cacao nib, tea rose in aroma and cup. Floral-toned, bittersweet structure;
Ethiopia Gera Reserve Anaerobic Natural;Branch Street Coffee Roasters;Light;United States;Ethiopia;6,88;94;September 2022;Sweetly tart, floral-toned. Tea rose, raspberry coulis, cocoa nib, watermelon rind, almond brittle in aroma and cup. High-toned structure with winey acidity;
Granja La Esperanza Tres Dragones Natural;PT's Coffee Roasting;Medium-Light;United States;Colombia;6,91;93;August 2018;Evaluated as espresso. Fruit-toned, chocolaty. Black cherry, brandy, dark chocolate, sandalwood, lavender in aroma and small cup. Crisp, silky mouthfeel;
Ecuador Finca Carolina Fausto Romo;PT's Coffee Roasting Co.;Medium-Light;United States;Ecuador;6,91;93;March 2019;Rich-toned, deeply sweet and complexly engaging. Black cherry, dark caramel, hazelnut, magnolia-like flowers, cedar in aroma and cup. Sweet-toned structure with round, gentle acidity;
Colombia Granja La Esperanza Tres Dragones;PT's Coffee Roasting Co.;Medium-Light;United States;Colombia;6,91;94;April 2020;Deeply fruity, sweetly fermenty, headily floral. Strawberry coulis, brandy, almond butter, toffee, honeysuckle in aroma and cup. Richly sweet-tart structure with juicy, bright acidity;
Kenya Giakanja;Temple Coffee Roasters;Medium-Light;United States;Kenya;6,91;92;October 2020;Chocolaty, richly sweet. Dark chocolate, date, hazelnut, cedar, agave syrup in aroma and cup. Sweet-toned structure with vibrant acidity;
Mexico Pluma Hidalgo;Temple Coffee Roasters;Medium-Light;United States;Mexico;6,91;93;September 2021;Rich-toned, deeply sweet. Dried apricot, molasses, almond brittle, freesia-like flowers, cedar in aroma and cup. Sweet structure with gently brisk acidity;
Kenya Karatina;Temple Coffee Roasters;Medium-Light;United States;Kenya;6,91;94;September 2021;Deeply sweet-savory, intricate, inviting. Black currant, cocoa nib, lemon verbena, fresh-cut oak, Nutella in aroma and cup. Balanced, sweetly tart structure with juicy-bright acidity;
Kenya Gachatha Nyeri;Temple Coffee Roasters;Medium-Light;United States;Kenya;6,91;93;November 2021;Delicately sweet, deeply savory. Butterscotch, cocoa nib, black currant, frankincense, marjoram in aroma and cup. Crisply sweet-tart structure with balanced acidity;
Kenya Karatu;Roadmap Coffeeworks;Medium-Light;Kenya;Kenya;6,91;94;April 2022;Richly aromatic, deep-toned, vibrant. Red currant, toffee, hazelnut, freesia, fresh-cut oak in aroma and cup. Juicy-sweet structure with bright acidity;
Kenya Ichuga AA;ILSE Coffee Roasters;Medium-Light;United States;Kenya;6,91;93;October 2022;Balanced, vibrant, juicy. Black currant, narcissus, toffee, cedar, pink grapefruit zest in aroma and cup. Sweet-toned structure with vivacious, sparkling acidity;
Jlove99;Green Stone Coffee;Medium-Dark;Taiwan;Kenya;6,98;93;April 2022;Balanced, deep, chocolaty. Lavender, red currant, gently scorched cedar, baking chocolate, Meyer lemon zest in aroma and cup. Roundly sweet-tart structure with bright, balanced acidity;
Lotus by Ninety Plus;Dragonfly Coffee Roasters;Medium-Light;United States;Panama;63,93;95;April 2018;Wildly, disconcertingly original. Sweetly tart, simultaneously fruit- and earth-toned, bright yet lush. Fresh clover, earth, fresh-pressed red grape juice, dark chocolate, white peppercorn in aroma and cup. Juicy sweet yet zesty and savory in structure. Full, syrupy mouthfeel. The finish is resonant and intensely flavor-saturated. ;
Tanzania Gesha Peaberry;Paradise Roasters;Light;United States;Tanzania;66,09;95;August 2021;Lyrically balanced, richly spice-toned. Bergamot, wisteria, cocoa nib, sugarcane, guava in aroma and cup. Intoxicatingly sweet structure with delicately bright acidity;
Panama Hacienda La Esmeralda Super Mario Geisha;Campos Coffee;Medium-Light;Australia;Panama;69;96;October 2019;Brightly fruit-toned, tropical, and aromatically vibrant. Lychee, passionfruit, dark chocolate, frankincense, star jasmine in aroma and cup. Deeply sweet-tart structure with high-toned, juicy acidity;
Ethiopia Guji Uraga Tebe Burka Natural G1;Samlin Coffee;Light;Taiwan;Ethiopia;7,04;94;November 2021;Deeply sweet, fruit-toned, vibrant. Persimmon, dark chocolate, marshmallow, pistachio, pink grapefruit zest in aroma and cup. Sweet structure with bright, juicy acidity;
Ethiopia Guji Hambela Wate Natural G1;Samlin Coffee;Medium-Light;Taiwan;Ethiopia;7,04;92;November 2022;High-toned, crisply sweet-tart. Dried plum, baking chocolate, rhododendron, cedar, almond in aroma and cup. Sweetly tart with brisk acidity;
Kenya Gicherori;The WestBean Coffee Roasters;Medium-Light;United States;Kenya;7,05;91;December 2017;Sweetly savory, layered. Rhododendron-like flowers, cinnamon, baker’s chocolate, cedar, red currant in aroma and cup. Round, savory-leaning structure;
Ethiopia Dumerso Light Roast;The WestBean Coffee Roasters;Medium;United States;Ethiopia;7,05;92;February 2018;Fruit-forward, delicate yet intense. Complex flowers (lily to lavendar), sandalwood, dark chocolate, plum, a hint of brandy in aroma and cup. Roundly and deeply crisp in structure;
Kenya Murunga New Gatanga FCS Mukurwe Factory AB;Small Eyes Cafe;Medium-Light;Taiwan;Kenya;7,05;94;December 2018;Richly spiced-toned, deeply sweet. Dried apricot, molasses, pink peppercorn, dark chocolate, jasmine in aroma and cup. Sweet-savory structure with engaging, bright acidity;
Rwanda Kanzu;Dragonfly Coffee Roasters;Medium-Light;United States;Rwanda;7,05;94;February 2019;Spiced-toned, richly floral. Wisteria, sweet lime zest, date, white peppercorn, cocoa powder in aroma and cup. Sweet-tart structure with punchy acidity;
Lekali Estate Reserve Nepal;Press House Coffee;Medium-Light;United States;Nepal;7,05;92;may-20;Delicate, balanced, sweet-toned. Plum, fresh-cut fir, hazelnut, baking chocolate, a hint of cardamom in aroma and cup. Crisply sweet structure with brisk acidity;
Tarrazu Asocafé Canet;CofFeeling;Medium-Light;Taiwan;Costa Rica;7,05;92;September 2020;Cocoa- and floral-driven. Baking chocolate, plum, fresh-cut fir, lime zest, gardenia in aroma and cup. Sweet in structure with gentle, round acidity;
Kenya Karatina AA 2020;Dragonfly Coffee Roasters;Medium-Light;United States;Kenya;7,05;94;September 2020;Vibrantly floral-toned, sweetly pungent. Narcissus, toffee, black currant, cedar, dark caramel in aroma and cup. Sweet-tart structure with bright, juicy acidity;
Ethiopia West Arsi Nensebo Natural G1;Pro Aroma Enterprise Coffee;Medium-Light;Taiwan;Ethiopia;7,05;95;June 2021;Delicately berry-toned with savory impulses. Dried strawberry, honey, star jasmine, fresh-cut cedar, macadamia nut in aroma and cup. Sweet-savory structure with vibrant, lively acidity;
Ethiopia Sidamo Bensa Mirado Natural;LECO Coffee;Light;Taiwan;Ethiopia;7,05;94;August 2021;High-toned, richly sweet-tart. Tea rose, peach, almond butter, oak, maple syrup in aroma and cup. Sweetly tart structure with bright, lively acidity;
Colombia Vella Black Hawk Natural;LECO Coffee;Medium-Light;Taiwan;Colombia;7,05;93;August 2021;Crisply sweet, fruit-forward. Dried mango, agave syrup, lime zest, pink peppercorn, cedar in aroma and cup. Sweetly tart structure with brisk acidity;
Kenya Gatomboya;Drink Coffee Do Stuff;Medium-Light;United States;Kenya;7,05;94;August 2021;Rich-toned, enigmatic, complex. Red currant, star jasmine, pomegranate, dark chocolate, cedar in aroma and cup. Sweet-tart structure with juicy, high-toned acidity;
Kenya Kamwangi;Bird Rock Coffee Roasters;Medium-Light;United States;Kenya;7,05;95;August 2021;Sweetly tart, richly savory. Star jasmine, pink grapefruit zest, ripe blackberry, cocoa nib, toffee in aroma and cup. Brightly tart-savory, complex structure with juicy acidity;
Kenya Muranga Riakiberu;Jaunt Coffee Roasters;Medium-Light;United States;Kenya;7,05;92;September 2021;Deeply sweet, citrus-toned. Magnolia, tangerine zest, caramel, baking chocolate, lemon-thyme in aroma and cup. Sweet structure with brisk acidity;
Ethiopia Guji Goro Bedessa;Conscious Cup Coffee Roasters;Medium-Light;United States;Ethiopia;7,05;93;January 2022;Rich-toned, crisply sweet. Apricot, honeysuckle, cocoa nib, fresh-cut oak, maple syrup in aroma and cup. Sweet-tart structure with bright, juicy acidity;
Hunkute by Nordic Approach;Cafe Red Bean Shop;Light;Taiwan;Ethiopia;7,05;94;February 2022;High-toned, floral-driven. Star jasmine, bergamot, red plum, cocoa nib, sandalwood in aroma and cup. Sweetly tart with vibrant, juicy acidity;
Minanga Village Sulawesi;JBC Coffee Roasters;Medium-Light;United States;Indonesia;7,05;94;may-22;Sweetly herbaceous, deeply aromatic, rich-toned. Dark chocolate, tangerine, fresh-cut thyme, dried plum, magnolia in aroma and cup. Sweet-savory structure with balanced, gently vibrant acidity;
Peru;CafeTaster;Medium-Light;Taiwan;Peru;7,05;92;August 2022;Rich-toned, chocolaty. Baking chocolate, cashew butter, date, magnolia, orange zest in aroma and cup. Sweet-toned with gentle, round acidity;
